iter	Passed	Remaining
1696	5224	25561
1697	5227	25558
1698	5230	25557
1699	5234	25554
1700	5237	25551
1701	5239	25547
1702	5243	25544
1703	5246	25543
1704	5249	25539
1705	5252	25537
1706	5256	25537
1707	5259	25534
1708	5263	25533
1709	5265	25529
1710	5269	25526
1711	5272	25523
1712	5275	25519
1713	5278	25518
1714	5281	25515
1715	5284	25511
1716	5287	25509
1717	5290	25504
1718	5294	25503
1719	5297	25500
1720	5300	25497
1721	5303	25495
1722	5306	25490
1723	5310	25493
1724	5313	25490
1725	5316	25488
1726	5320	25486
1727	5323	25482
1728	5326	25480
1729	5329	25478
1730	5332	25475
1731	5336	25472
1732	5338	25468
1733	5342	25466
1734	5345	25463
1735	5348	25459
1736	5351	25455
1737	5354	25451
1738	5356	25446
1739	5360	25446
1740	5363	25443
1741	5366	25441
1742	5370	25439
1743	5372	25434
1744	5376	25433
1745	5379	25430
1746	5382	25428
1747	5385	25425
1748	5388	25420
1749	5391	25418
1750	5395	25416
1751	5397	25411
1752	5400	25408
1753	5403	25403
1754	5406	25400
1755	5410	25398
1756	5412	25394
1757	5416	25392
1758	5419	25389
1759	5421	25384
1760	5425	25382
1761	5428	25380
1762	5431	25377
1763	5434	25374
1764	5437	25370
1765	5440	25366
1766	5443	25364
1767	5446	25361
1768	5450	25360
1769	5453	25356
1770	5456	25353
1771	5459	25351
1772	5462	25348
1773	5466	25348
1774	5469	25344
1775	5472	25339
1776	5475	25337
1777	5478	25335
1778	5481	25332
1779	5485	25330
1780	5488	25326
1781	5491	25324
1782	5494	25322
1783	5497	25318
1784	5500	25315
1785	5503	25312
1786	5506	25307
1787	5509	25305
1788	5512	25301
1789	5515	25298
1790	5518	25295
1791	5521	25291
1792	5525	25290
1793	5528	25288
1794	5531	25286
1795	5535	25284
1796	5537	25279
1797	5541	25277
1798	5544	25275
1799	5547	25272
1800	5551	25271
1801	5553	25266
1802	5557	25264
1803	5561	25265
1804	5564	25262
1805	5567	25260
1806	5570	25256
1807	5574	25257
1808	5577	25253
1809	5580	25249
1810	5583	25248
1811	5586	25243
1812	5589	25239
1813	5592	25237
1814	5595	25232
1815	5598	25230
1816	5601	25227
1817	5604	25222
1818	5607	25221
1819	5610	25217
1820	5613	25214
1821	5617	25212
1822	5619	25208
1823	5623	25206
1824	5626	25202
1825	5629	25198
1826	5632	25195
1827	5635	25191
1828	5637	25187
1829	5641	25186
1830	5644	25181
1831	5647	25178
1832	5650	25176
1833	5653	25172
1834	5657	25172
1835	5660	25168
1836	5663	25164
1837	5666	25162
1838	5669	25157
1839	5672	25155
1840	5675	25151
1841	5677	25146
1842	5681	25144
1843	5683	25140
1844	5686	25135
1845	5690	25134
1846	5693	25130
1847	5696	25128
1848	5699	25125
1849	5702	25121
1850	5705	25118
1851	5708	25114
1852	5711	25111
1853	5714	25109
1854	5717	25104
1855	5720	25101
1856	5724	25100
1857	5726	25096
1858	5730	25093
1859	5733	25090
1860	5736	25086
1861	5739	25083
1862	5742	25079
1863	5744	25075
1864	5747	25071
1865	5750	25067
1866	5753	25063
1867	5756	25060
1868	5759	25055
1869	5762	25052
1870	5765	25050
1871	5768	25046
1872	5771	25044
1873	5774	25040
1874	5777	25035
1875	5780	25032
1876	5783	25027
1877	5785	25023
1878	5789	25021
1879	5792	25016
1880	5794	25012
1881	5797	25009
1882	5800	25005
1883	5803	25001
1884	5806	24997
1885	5809	24992
1886	5812	24988
1887	5815	24985
1888	5817	24981
1889	5821	24978
1890	5824	24975
1891	5827	24971
1892	5830	24968
1893	5833	24964
1894	5835	24960
1895	5839	24958
1896	5841	24953
1897	5844	24950
1898	5848	24947
1899	5850	24943
1900	5853	24940
1901	5856	24936
1902	5859	24932
1903	5863	24932
1904	5866	24930
1905	5870	24927
1906	5874	24932
1907	5878	24930
1908	5881	24927
1909	5884	24922
1910	5887	24920
1911	5890	24919
1912	5893	24915
1913	5897	24913
1914	5899	24908
1915	5902	24905
1916	5906	24903
1917	5908	24899
1918	5911	24895
1919	5915	24892
1920	5917	24888
1921	5921	24886
1922	5924	24882
1923	5927	24879
1924	5930	24875
1925	5932	24870
1926	5935	24868
1927	5938	24863
1928	5941	24859
1929	5944	24855
1930	5947	24851
1931	5950	24847
1932	5953	24844
1933	5955	24839
1934	5958	24835
1935	5961	24831
1936	5964	24827
1937	5967	24823
1938	5970	24820
1939	5973	24815
1940	5975	24811
1941	5978	24807
1942	5981	24803
1943	5984	24799
1944	5987	24795
1945	5990	24791
1946	5992	24787
1947	5996	24784
1948	5998	24780
1949	6001	24776
1950	6004	24772
1951	6007	24767
1952	6010	24764
1953	6013	24761
1954	6016	24757
1955	6019	24754
1956	6022	24751
1957	6025	24747
1958	6028	24744
1959	6031	24739
1960	6033	24735
1961	6036	24732
1962	6039	24728
1963	6042	24724
1964	6045	24722
1965	6049	24719
1966	6052	24716
1967	6054	24712
1968	6058	24710
1969	6061	24707
1970	6064	24704
1971	6067	24700
1972	6070	24698
1973	6073	24695
1974	6076	24692
1975	6080	24689
1976	6082	24685
1977	6086	24683
1978	6089	24681
1979	6092	24677
1980	6095	24675
1981	6098	24671
1982	6101	24668
1983	6104	24665
1984	6107	24661
1985	6110	24657
1986	6113	24655
1987	6116	24651
1988	6119	24649
1989	6122	24644
1990	6125	24641
1991	6129	24639
1992	6131	24635
1993	6135	24632
1994	6138	24629
1995	6140	24624
1996	6144	24622
1997	6146	24618
1998	6149	24613
1999	6153	24612
2000	6156	24609
2001	6159	24607
2002	6162	24604
2003	6165	24600
2004	6168	24598
2005	6172	24596
2006	6175	24593
2007	6178	24591
2008	6181	24587
2009	6184	24585
2010	6188	24584
2011	6191	24580
2012	6194	24578
2013	6197	24574
2014	6200	24571
2015	6203	24569
2016	6206	24565
2017	6209	24562
2018	6212	24558
2019	6215	24554
2020	6218	24552
2021	6222	24550
2022	6225	24546
2023	6228	24543
2024	6230	24538
2025	6234	24536
2026	6237	24532
2027	6239	24528
2028	6242	24525
2029	6245	24521
2030	6248	24517
2031	6251	24514
2032	6254	24510
2033	6257	24505
2034	6260	24502
2035	6262	24498
2036	6265	24493
2037	6268	24491
2038	6271	24486
2039	6274	24483
2040	6277	24479
2041	6280	24476
2042	6283	24473
2043	6286	24469
2044	6289	24465
2045	6292	24461
2046	6295	24457
2047	6297	24453
2048	6301	24451
2049	6304	24447
2050	6306	24443
2051	6309	24440
2052	6312	24435
2053	6315	24432
2054	6318	24430
2055	6321	24426
2056	6324	24422
2057	6327	24419
2058	6330	24415
2059	6333	24413
2060	6336	24408
2061	6339	24404
2062	6342	24401
2063	6345	24396
2064	6347	24392
2065	6350	24389
2066	6353	24384
2067	6356	24381
2068	6359	24377
2069	6362	24373
2070	6365	24370
2071	6368	24367
2072	6371	24363
2073	6374	24359
2074	6377	24355
2075	6379	24351
2076	6382	24347
2077	6385	24343
2078	6388	24339
2079	6391	24335
2080	6394	24334
2081	6397	24331
2082	6400	24327
2083	6403	24323
2084	6406	24319
2085	6409	24317
2086	6412	24312
2087	6415	24310
2088	6418	24306
2089	6421	24301
2090	6424	24298
2091	6426	24294
2092	6429	24290
2093	6433	24288
2094	6435	24284
2095	6438	24280
2096	6441	24276
2097	6444	24272
2098	6447	24268
2099	6450	24265
2100	6453	24261
2101	6456	24257
2102	6459	24254
2103	6461	24250
2104	6465	24248
2105	6467	24244
2106	6470	24239
2107	6473	24236
2108	6476	24232
2109	6479	24228
2110	6482	24226
2111	6485	24222
2112	6488	24217
2113	6491	24215
2114	6494	24211
2115	6496	24207
2116	6500	24205
2117	6503	24200
2118	6506	24197
2119	6509	24194
2120	6511	24190
2121	6515	24187
2122	6517	24183
2123	6520	24179
2124	6523	24175
2125	6526	24171
2126	6529	24167
2127	6532	24165
2128	6536	24165
2129	6539	24162
2130	6542	24158
2131	6545	24154
2132	6548	24151
2133	6551	24147
2134	6553	24143
2135	6556	24140
2136	6560	24138
2137	6563	24134
2138	6566	24130
2139	6568	24126
2140	6571	24123
2141	6575	24121
2142	6577	24116
2143	6580	24113
2144	6584	24112
2145	6587	24108
2146	6590	24105
2147	6593	24101
2148	6596	24097
2149	6599	24096
2150	6604	24098
2151	6607	24095
2152	6610	24091
2153	6613	24088
2154	6616	24087
2155	6619	24083
2156	6622	24080
2157	6625	24076
2158	6628	24072
2159	6631	24070
2160	6635	24070
2161	6638	24067
2162	6641	24064
2163	6644	24060
2164	6647	24057
2165	6651	24057
2166	6654	24055
2167	6657	24052
2168	6660	24047
2169	6664	24047
2170	6668	24047
2171	6671	24044
2172	6674	24041
2173	6677	24037
2174	6680	24034
2175	6684	24034
2176	6687	24032
2177	6690	24029
2178	6693	24025
2179	6697	24023
2180	6700	24023
2181	6704	24020
2182	6707	24017
2183	6709	24012
2184	6712	24008
2185	6716	24008
2186	6719	24005
2187	6722	24002
2188	6725	23998
2189	6728	23994
2190	6732	23994
2191	6735	23990
2192	6738	23989
2193	6741	23985
2194	6744	23981
2195	6748	23980
2196	6751	23978
2197	6754	23974
2198	6757	23971
2199	6759	23967
2200	6763	23965
2201	6767	23964
2202	6770	23961
2203	6773	23957
2204	6775	23953
2205	6778	23950
2206	6782	23949
2207	6785	23946
2208	6788	23943
2209	6791	23939
2210	6794	23935
2211	6798	23934
2212	6801	23931
2213	6804	23928
2214	6807	23924
2215	6809	23920
2216	6813	23918
2217	6816	23917
2218	6819	23914
2219	6822	23910
2220	6825	23906
2221	6828	23903
2222	6832	23903
2223	6835	23899
2224	6838	23896
2225	6841	23892
2226	6844	23889
2227	6848	23889
2228	6851	23886
2229	6854	23883
2230	6857	23879
2231	6860	23876
2232	6865	23879
2233	6868	23877
2234	6872	23875
2235	6876	23876
2236	6879	23873
2237	6882	23871
2238	6885	23867
2239	6888	23863
2240	6892	23864
2241	6896	23862
2242	6899	23859
2243	6902	23856
2244	6905	23852
2245	6908	23852
2246	6912	23849
2247	6915	23846
2248	6918	23843
2249	6920	23838
2250	6924	23836
2251	6927	23832
2252	6929	23828
2253	6932	23825
2254	6935	23821
2255	6938	23817
2256	6941	23815
2257	6944	23811
2258	6948	23809
2259	6950	23805
2260	6953	23802
2261	6956	23798
2262	6959	23794
2263	6962	23791
2264	6965	23787
2265	6968	23783
2266	6971	23780
2267	6974	23776
2268	6977	23772
2269	6980	23770
2270	6983	23766
2271	6985	23762
2272	6988	23758
2273	6991	23754
2274	6995	23753
2275	6998	23750
2276	7001	23746
2277	7005	23745
2278	7007	23741
2279	7010	23738
2280	7013	23734
2281	7016	23730
2282	7019	23727
2283	7022	23724
2284	7025	23720
2285	7028	23717
2286	7031	23713
2287	7034	23709
2288	7038	23709
2289	7040	23705
2290	7043	23702
2291	7047	23699
2292	7049	23695
2293	7053	23694
2294	7056	23691
2295	7059	23687
2296	7062	23684
2297	7065	23680
2298	7068	23678
2299	7072	23676
2300	7075	23675
2301	7079	23673
2302	7082	23670
2303	7086	23670
2304	7089	23668
2305	7092	23665
2306	7096	23663
2307	7098	23659
2308	7102	23656
2309	7105	23654
2310	7108	23650
2311	7111	23647
2312	7114	23643
2313	7117	23640
2314	7121	23641
2315	7124	23637
2316	7127	23633
2317	7130	23630
2318	7133	23626
2319	7137	23627
2320	7140	23623
2321	7143	23620
2322	7146	23617
2323	7149	23613
2324	7153	23614
2325	7156	23611
2326	7159	23608
2327	7162	23605
2328	7165	23600
2329	7169	23600
2330	7172	23598
2331	7175	23594
2332	7178	23592
2333	7181	23587
2334	7185	23586
2335	7188	23583
2336	7191	23579
2337	7194	23576
2338	7196	23572
2339	7200	23570
2340	7204	23569
2341	7206	23565
2342	7210	23562
2343	7213	23559
2344	7215	23555
2345	7219	23554
2346	7222	23550
2347	7225	23548
2348	7228	23544
2349	7231	23540
2350	7235	23541
2351	7238	23537
2352	7241	23534
2353	7244	23531
2354	7247	23527
2355	7251	23527
2356	7254	23523
2357	7257	23520
2358	7260	23517
2359	7263	23513
2360	7266	23510
2361	7269	23508
2362	7272	23504
2363	7275	23502
2364	7278	23498
2365	7281	23494
2366	7285	23495
2367	7288	23490
2368	7291	23488
2369	7294	23484
2370	7297	23480
2371	7301	23480
2372	7304	23476
2373	7307	23473
2374	7310	23470
2375	7313	23466
2376	7317	23466
2377	7320	23462
2378	7323	23460
2379	7326	23457
2380	7329	23452
2381	7332	23451
2382	7336	23449
2383	7339	23445
2384	7342	23443
2385	7345	23439
2386	7349	23439
2387	7352	23437
2388	7355	23433
2389	7358	23431
2390	7361	23427
2391	7364	23425
2392	7368	23423
2393	7371	23419
2394	7374	23416
2395	7377	23412
2396	7380	23409
2397	7384	23409
2398	7387	23405
2399	7390	23402
2400	7393	23398
2401	7396	23395
2402	7399	23391
2403	7401	23387
2404	7405	23386
2405	7408	23384
2406	7411	23381
2407	7414	23377
2408	7417	23373
2409	7420	23371
2410	7424	23369
2411	7427	23365
2412	7430	23361
2413	7432	23357
2414	7435	23353
2415	7439	23352
2416	7442	23349
2417	7445	23345
2418	7447	23341
2419	7450	23337
2420	7453	23333
2421	7457	23331
2422	7459	23327
2423	7462	23324
2424	7465	23319
2425	7468	23315
2426	7471	23314
2427	7474	23311
2428	7477	23307
2429	7480	23303
2430	7483	23299
2431	7486	23295
2432	7489	23294
2433	7492	23290
2434	7495	23286
2435	7498	23282
2436	7500	23278
2437	7503	23274
2438	7507	23272
2439	7509	23268
2440	7512	23264
2441	7515	23260
2442	7518	23255
2443	7521	23253
2444	7524	23250
2445	7527	23246
2446	7530	23242
2447	7532	23238
2448	7535	23234
2449	7538	23232
2450	7541	23228
2451	7544	23224
2452	7547	23220
2453	7550	23216
2454	7553	23213
2455	7556	23211
2456	7559	23207
2457	7562	23203
2458	7565	23201
2459	7568	23197
2460	7571	23194
2461	7574	23190
2462	7577	23186
2463	7580	23184
2464	7583	23180
2465	7586	23177
2466	7589	23174
2467	7592	23170
2468	7594	23166
2469	7598	23163
2470	7600	23159
2471	7603	23155
2472	7606	23152
2473	7609	23148
2474	7612	23145
2475	7616	23144
2476	7619	23140
2477	7622	23137
2478	7625	23133
2479	7627	23129
2480	7631	23127
2481	7634	23124
2482	7637	23120
2483	7640	23117
2484	7642	23113
2485	7645	23109
2486	7649	23107
2487	7651	23103
2488	7654	23099
2489	7657	23096
2490	7660	23092
2491	7663	23089
2492	7666	23085
2493	7669	23082
2494	7672	23078
2495	7675	23075
2496	7677	23070
2497	7681	23068
2498	7684	23064
2499	7687	23061
2500	7690	23057
2501	7692	23053
2502	7695	23050
2503	7698	23047
2504	7701	23043
2505	7704	23039
2506	7707	23035
2507	7709	23031
2508	7712	23028
2509	7715	23024
2510	7718	23020
2511	7721	23017
2512	7724	23013
2513	7727	23009
2514	7730	23007
2515	7733	23003
2516	7736	22999
2517	7739	22997
2518	7742	22993
2519	7745	22989
2520	7748	22987
2521	7751	22983
2522	7754	22979
2523	7756	22975
2524	7759	22971
2525	7762	22968
2526	7765	22965
2527	7768	22961
2528	7771	22957
2529	7774	22954
2530	7777	22950
2531	7780	22948
2532	7783	22944
2533	7786	22941
2534	7789	22938
2535	7792	22933
2536	7795	22930
2537	7798	22927
2538	7800	22923
2539	7803	22920
2540	7806	22916
2541	7809	22912
2542	7812	22910
2543	7815	22906
2544	7818	22902
2545	7821	22899
2546	7824	22895
2547	7827	22891
2548	7830	22888
2549	7833	22884
2550	7835	22881
2551	7839	22878
2552	7842	22874
2553	7845	22872
2554	7848	22868
2555	7850	22864
2556	7853	22861
2557	7856	22857
2558	7859	22853
2559	7862	22851
2560	7865	22847
2561	7868	22844
2562	7871	22841
2563	7875	22840
2564	7878	22837
2565	7881	22834
2566	7884	22830
2567	7887	22827
2568	7890	22824
2569	7893	22820
2570	7896	22818
2571	7899	22814
2572	7902	22810
2573	7905	22807
2574	7908	22805
2575	7911	22801
2576	7914	22798
2577	7917	22794
2578	7920	22790
2579	7924	22789
2580	7927	22787
2581	7930	22784
2582	7933	22780
2583	7936	22776
2584	7939	22773
2585	7942	22770
2586	7945	22766
2587	7948	22763
2588	7951	22761
2589	7954	22757
2590	7957	22754
2591	7960	22750
2592	7963	22747
2593	7966	22745
2594	7969	22741
2595	7972	22738
2596	7975	22734
2597	7978	22730
2598	7981	22727
2599	7983	22723
2600	7986	22719
2601	7989	22716
2602	7992	22712
2603	7995	22709
2604	7998	22705
2605	8001	22701
2606	8004	22698
2607	8006	22694
2608	8009	22690
2609	8012	22687
2610	8015	22684
2611	8018	22680
2612	8021	22676
2613	8024	22672
2614	8027	22669
2615	8030	22668
2616	8033	22664
2617	8037	22662
2618	8040	22660
2619	8043	22656
2620	8046	22654
2621	8049	22650
2622	8052	22646
2623	8056	22646
2624	8059	22642
2625	8062	22639
2626	8065	22636
2627	8068	22632
2628	8071	22630
2629	8074	22627
2630	8077	22623
2631	8080	22620
2632	8083	22616
2633	8086	22614
2634	8090	22612
2635	8092	22608
2636	8095	22604
2637	8098	22601
2638	8101	22597
2639	8105	22597
2640	8108	22593
2641	8111	22590
2642	8114	22587
2643	8117	22583
2644	8121	22582
2645	8124	22579
2646	8126	22575
2647	8129	22572
2648	8132	22568
2649	8135	22565
2650	8139	22563
2651	8142	22559
2652	8145	22556
2653	8148	22553
2654	8150	22549
2655	8154	22548
2656	8157	22545
2657	8160	22541
2658	8163	22538
2659	8166	22534
2660	8170	22532
2661	8173	22530
2662	8176	22526
2663	8179	22523
2664	8181	22519
2665	8184	22515
2666	8188	22514
2667	8191	22510
2668	8194	22507
2669	8197	22504
2670	8200	22500
2671	8204	22499
2672	8206	22495
2673	8209	22492
2674	8212	22489
2675	8215	22485
2676	8218	22483
2677	8222	22480
2678	8224	22476
2679	8228	22473
2680	8230	22470
2681	8233	22466
2682	8237	22465
2683	8240	22462
2684	8243	22458
2685	8246	22455
2686	8249	22452
2687	8253	22450
2688	8256	22447
2689	8259	22443
2690	8262	22441
2691	8265	22437
2692	8268	22434
2693	8271	22431
2694	8274	22427
2695	8277	22424
2696	8280	22420
2697	8282	22416
2698	8286	22415
2699	8289	22411
2700	8292	22408
2701	8295	22404
2702	8297	22400
2703	8300	22397
2704	8304	22395
2705	8306	22391
2706	8309	22387
2707	8312	22384
2708	8315	22380
2709	8319	22379
2710	8322	22375
2711	8324	22371
2712	8328	22368
2713	8330	22364
2714	8333	22360
2715	8336	22357
2716	8339	22353
2717	8342	22351
2718	8345	22348
2719	8348	22344
2720	8351	22340
2721	8354	22336
2722	8357	22333
2723	8360	22330
2724	8363	22327
2725	8365	22322
2726	8368	22319
2727	8371	22315
2728	8374	22311
2729	8377	22308
2730	8380	22304
2731	8382	22301
2732	8385	22297
2733	8388	22293
2734	8391	22290
2735	8394	22287
2736	8397	22283
2737	8400	22279
2738	8402	22275
2739	8405	22272
2740	8408	22269
2741	8411	22265
2742	8414	22262
2743	8417	22258
2744	8420	22254
2745	8422	22250
2746	8426	22249
2747	8429	22245
2748	8432	22241
2749	8435	22238
2750	8438	22234
2751	8440	22231
2752	8444	22228
2753	8446	22224
2754	8449	22220
2755	8452	22217
2756	8455	22213
2757	8458	22210
2758	8461	22206
2759	8464	22203
2760	8467	22199
2761	8469	22195
2762	8472	22191
2763	8475	22188
2764	8478	22184
2765	8481	22180
2766	8484	22177
2767	8486	22173
2768	8489	22169
2769	8492	22166
2770	8495	22162
2771	8498	22159
2772	8501	22155
2773	8503	22151
2774	8506	22147
2775	8509	22144
2776	8512	22140
2777	8514	22136
2778	8517	22133
2779	8520	22129
2780	8523	22125
2781	8526	22122
2782	8529	22118
2783	8531	22114
2784	8534	22110
2785	8537	22107
2786	8540	22103
2787	8543	22100
2788	8546	22096
2789	8548	22092
2790	8551	22088
2791	8554	22084
2792	8557	22081
2793	8560	22078
2794	8563	22074
2795	8566	22071
2796	8569	22067
2797	8571	22063
2798	8574	22060
2799	8577	22056
2800	8580	22052
2801	8583	22049
2802	8586	22045
2803	8588	22041
2804	8592	22039
2805	8594	22035
2806	8597	22031
2807	8600	22028
2808	8603	22024
2809	8605	22020
2810	8608	22016
2811	8611	22012
2812	8614	22009
2813	8617	22005
2814	8619	22001
2815	8622	21997
2816	8626	21995
2817	8628	21991
2818	8631	21987
2819	8634	21983
2820	8637	21980
2821	8639	21976
2822	8642	21973
2823	8645	21969
2824	8648	21966
2825	8651	21962
2826	8654	21958
2827	8657	21955
2828	8660	21952
2829	8663	21948
2830	8666	21945
2831	8668	21941
2832	8671	21937
2833	8674	21934
2834	8677	21930
2835	8680	21926
2836	8683	21923
2837	8685	21919
2838	8688	21915
2839	8691	21912
2840	8694	21908
2841	8696	21904
2842	8699	21901
2843	8702	21897
2844	8705	21893
2845	8708	21890
2846	8711	21886
2847	8713	21882
2848	8716	21878
2849	8719	21875
2850	8722	21871
2851	8725	21868
2852	8727	21864
2853	8730	21860
2854	8733	21856
2855	8736	21853
2856	8739	21849
2857	8742	21846
2858	8744	21842
2859	8747	21839
2860	8750	21835
2861	8753	21831
2862	8756	21827
2863	8759	21825
2864	8762	21821
2865	8765	21818
2866	8768	21814
2867	8770	21810
2868	8773	21807
2869	8776	21803
2870	8779	21799
2871	8782	21796
2872	8785	21792
2873	8787	21788
2874	8790	21785
2875	8793	21782
2876	8796	21778
2877	8799	21775
2878	8802	21771
2879	8804	21767
2880	8807	21764
2881	8811	21762
2882	8814	21759
2883	8817	21756
2884	8820	21752
2885	8822	21748
2886	8825	21745
2887	8828	21741
2888	8831	21738
2889	8834	21734
2890	8837	21731
2891	8840	21727
2892	8843	21723
2893	8845	21719
2894	8848	21716
2895	8851	21712
2896	8854	21708
2897	8857	21705
2898	8859	21702
2899	8862	21698
2900	8865	21694
2901	8868	21691
2902	8871	21687
2903	8874	21683
2904	8876	21680
2905	8879	21676
2906	8882	21673
2907	8885	21669
2908	8888	21665
2909	8891	21662
2910	8894	21659
2911	8896	21655
2912	8899	21652
2913	8902	21648
2914	8905	21644
2915	8908	21641
2916	8911	21637
2917	8914	21634
2918	8916	21631
2919	8919	21627
2920	8922	21624
2921	8925	21620
2922	8928	21616
2923	8931	21613
2924	8934	21610
2925	8937	21606
2926	8940	21603
2927	8942	21599
2928	8945	21595
2929	8948	21592
2930	8951	21588
2931	8953	21584
2932	8956	21581
2933	8959	21577
2934	8962	21574
2935	8966	21572
2936	8968	21568
2937	8971	21564
2938	8974	21562
2939	8977	21558
2940	8980	21555
2941	8983	21551
2942	8985	21547
2943	8988	21543
2944	8991	21539
2945	8994	21536
2946	8997	21533
2947	9000	21529
2948	9002	21525
2949	9005	21521
2950	9008	21518
2951	9011	21514
2952	9014	21511
2953	9016	21507
2954	9019	21503
2955	9022	21500
2956	9026	21498
2957	9028	21494
2958	9031	21491
2959	9034	21487
2960	9037	21483
2961	9040	21480
2962	9043	21477
2963	9045	21473
2964	9048	21470
2965	9051	21466
2966	9054	21462
2967	9057	21459
2968	9060	21455
2969	9062	21452
2970	9065	21448
2971	9068	21444
2972	9071	21442
2973	9074	21438
2974	9077	21435
2975	9080	21433
2976	9084	21430
2977	9087	21427
2978	9090	21424
2979	9093	21421
2980	9096	21419
2981	9100	21416
2982	9103	21414
2983	9106	21412
2984	9110	21409
2985	9113	21406
2986	9116	21403
2987	9119	21400
2988	9122	21398
2989	9125	21395
2990	9129	21393
2991	9132	21389
2992	9135	21387
2993	9138	21384
2994	9141	21381
2995	9144	21378
2996	9147	21375
2997	9150	21371
2998	9153	21367
2999	9156	21364
3000	9158	21360
3001	9161	21357
3002	9164	21354
3003	9168	21351
3004	9171	21350
3005	9175	21347
3006	9178	21345
3007	9181	21341
3008	9184	21338
3009	9187	21335
3010	9190	21331
3011	9192	21327
3012	9195	21324
3013	9198	21320
3014	9201	21317
3015	9204	21314
3016	9207	21310
3017	9209	21306
3018	9212	21303
3019	9215	21299
3020	9218	21295
3021	9221	21292
3022	9224	21288
3023	9226	21284
3024	9229	21281
3025	9232	21278
3026	9235	21274
3027	9238	21271
3028	9241	21267
3029	9244	21264
3030	9246	21260
3031	9249	21257
3032	9252	21253
3033	9255	21250
3034	9258	21246
3035	9261	21242
3036	9263	21239
3037	9266	21235
3038	9269	21232
3039	9272	21229
3040	9275	21225
3041	9278	21222
3042	9281	21218
3043	9283	21214
3044	9286	21211
3045	9289	21207
3046	9292	21203
3047	9294	21200
3048	9297	21196
3049	9300	21192
3050	9303	21189
3051	9306	21186
3052	9309	21182
3053	9312	21180
3054	9315	21176
3055	9318	21173
3056	9321	21170
3057	9324	21167
3058	9327	21163
3059	9330	21160
3060	9332	21156
3061	9335	21153
3062	9338	21149
3063	9341	21145
3064	9344	21142
3065	9347	21139
3066	9349	21135
3067	9352	21131
3068	9355	21128
3069	9358	21124
3070	9361	21121
3071	9363	21117
3072	9366	21113
3073	9369	21110
3074	9372	21107
3075	9375	21103
3076	9378	21100
3077	9380	21096
3078	9383	21092
3079	9386	21089
3080	9389	21085
3081	9392	21081
3082	9395	21078
3083	9397	21074
3084	9400	21071
3085	9403	21067
3086	9406	21064
3087	9408	21060
3088	9411	21057
3089	9414	21053
3090	9417	21049
3091	9420	21046
3092	9423	21042
3093	9426	21040
3094	9429	21036
3095	9431	21033
3096	9434	21029
3097	9437	21026
3098	9440	21022
3099	9443	21019
3100	9446	21015
3101	9448	21011
3102	9451	21008
3103	9454	21005
3104	9457	21001
3105	9460	20998
3106	9463	20994
3107	9466	20991
3108	9469	20987
3109	9471	20984
3110	9474	20980
3111	9477	20977
3112	9480	20973
3113	9482	20969
3114	9485	20966
3115	9488	20962
3116	9491	20958
3117	9494	20955
3118	9497	20952
3119	9499	20948
3120	9502	20945
3121	9505	20941
3122	9508	20937
3123	9511	20934
3124	9513	20930
3125	9516	20926
3126	9519	20923
3127	9522	20920
3128	9525	20916
3129	9527	20912
3130	9530	20909
3131	9533	20905
3132	9536	20902
3133	9539	20899
3134	9542	20895
3135	9545	20891
3136	9547	20888
3137	9550	20884
3138	9553	20881
3139	9556	20877
3140	9559	20874
3141	9562	20870
3142	9564	20867
3143	9567	20863
3144	9570	20860
3145	9573	20856
3146	9576	20853
3147	9579	20850
3148	9581	20846
3149	9584	20842
3150	9588	20840
3151	9590	20836
3152	9593	20833
3153	9596	20829
3154	9599	20825
3155	9601	20822
3156	9604	20819
3157	9607	20815
3158	9610	20811
3159	9613	20808
3160	9615	20804
3161	9618	20801
3162	9621	20798
3163	9624	20794
3164	9627	20791
3165	9630	20787
3166	9633	20784
3167	9636	20781
3168	9638	20777
3169	9642	20774
3170	9644	20770
3171	9647	20767
3172	9650	20764
3173	9653	20760
3174	9656	20757
3175	9659	20754
3176	9662	20750
3177	9664	20747
3178	9667	20744
3179	9670	20740
3180	9673	20736
3181	9676	20734
3182	9679	20730
3183	9682	20727
3184	9685	20724
3185	9688	20720
3186	9690	20716
3187	9693	20712
3188	9696	20709
3189	9699	20706
3190	9702	20703
3191	9705	20699
3192	9708	20696
3193	9710	20692
3194	9715	20693
3195	9718	20690
3196	9722	20687
3197	9724	20684
3198	9727	20680
3199	9730	20677
3200	9733	20673
3201	9736	20670
3202	9738	20666
3203	9741	20663
3204	9744	20660
3205	9747	20656
3206	9750	20653
3207	9753	20649
3208	9755	20645
3209	9758	20642
3210	9761	20638
3211	9764	20635
3212	9767	20631
3213	9769	20628
3214	9772	20624
3215	9776	20622
3216	9778	20618
3217	9781	20615
3218	9784	20612
3219	9787	20608
3220	9790	20605
3221	9793	20602
3222	9796	20598
3223	9799	20595
3224	9802	20592
3225	9804	20588
3226	9807	20585
3227	9810	20581
3228	9813	20577
3229	9816	20574
3230	9818	20570
3231	9821	20567
3232	9824	20564
3233	9827	20560
3234	9830	20556
3235	9833	20553
3236	9835	20549
3237	9838	20546
3238	9841	20543
3239	9844	20539
3240	9847	20536
3241	9850	20532
3242	9852	20529
3243	9855	20525
3244	9858	20522
3245	9861	20518
3246	9864	20515
3247	9867	20512
3248	9870	20508
3249	9872	20505
