iter	Logloss
407	0.5081103731
408	0.5079673552
409	0.5078213896
410	0.5077104006
411	0.5076087219
412	0.507367242
413	0.5071705281
414	0.5069402745
415	0.5067313519
416	0.506507434
417	0.506303624
418	0.5061642442
419	0.5060470032
420	0.5058213888
421	0.5057566829
422	0.5055762537
423	0.5053873109
424	0.5052630266
425	0.5050987039
426	0.5048571474
427	0.5046973512
428	0.504510284
429	0.504293802
430	0.5041487269
431	0.5039537848
432	0.5037069612
433	0.503468087
434	0.5032680071
435	0.5031548779
436	0.503068978
437	0.5029136556
438	0.5027008539
439	0.5024685715
440	0.502311984
441	0.5021487911
442	0.5019233553
443	0.5017616653
444	0.5015807887
445	0.5013395802
446	0.5012440332
447	0.5011363547
448	0.500928641
449	0.5008129727
450	0.5006994167
451	0.5005212139
452	0.5002912153
453	0.5001395398
454	0.4999633703
455	0.4997863965
456	0.4996318611
457	0.4994667291
458	0.4992543214
459	0.4991424156
460	0.498997944
461	0.4987253129
462	0.4986067882
463	0.4983771752
464	0.4981398871
465	0.4980548446
466	0.4979224443
467	0.4977703495
468	0.4976491329
469	0.4975309346
470	0.4973897745
471	0.4971762083
472	0.4969926653
473	0.4968628848
474	0.4967424422
475	0.4966447805
476	0.4964150197
477	0.4962873244
478	0.4961330722
479	0.4959424888
480	0.4958376247
481	0.4956703407
482	0.4955227281
483	0.4953132107
484	0.4952211391
485	0.4950166692
486	0.4948656166
487	0.4947500227
488	0.4946067599
489	0.4945207629
490	0.4943895442
491	0.4941818203
492	0.4940354326
493	0.4939012192
494	0.4936979934
495	0.4934596047
496	0.4933426972
497	0.4931928077
498	0.4930784134
499	0.492801312
500	0.4925413411
501	0.4924020885
502	0.4921614442
503	0.492037102
504	0.4919026421
505	0.4917353693
506	0.4914584668
507	0.49128882
508	0.4910391509
509	0.4909379682
510	0.4908118335
511	0.4907165684
512	0.4905881404
513	0.4904388895
514	0.4902707374
515	0.4901558156
516	0.4899365816
517	0.4898164942
518	0.4896915619
519	0.4895363032
520	0.489332306
521	0.4891986558
522	0.489099295
523	0.4888868523
524	0.4887649552
525	0.4886642915
526	0.488499469
527	0.4883566116
528	0.4881797734
529	0.488076982
530	0.4879957939
531	0.4878707469
532	0.4877338039
533	0.4874677405
534	0.487339702
535	0.4872408117
536	0.487080727
537	0.4869428686
538	0.4868122097
539	0.4866849126
540	0.4864774096
541	0.4863439026
542	0.4862724077
543	0.4860841785
544	0.4859110199
545	0.4857771046
546	0.4855615944
547	0.4854248329
548	0.4853323884
549	0.4852099361
550	0.4850302935
551	0.4849248894
552	0.4847883264
553	0.484683824
554	0.4845672469
555	0.4844272484
556	0.4842527622
557	0.4841558415
558	0.4840202758
559	0.4839090189
560	0.483776064
561	0.4836532185
562	0.4835111907
563	0.4833085771
564	0.4830289557
565	0.4828308625
566	0.4827005804
567	0.4824856684
568	0.4823521708
569	0.4822160649
570	0.4820829639
571	0.4819386728
572	0.4817298788
573	0.4816108154
574	0.4815425046
575	0.4814283304
576	0.4812180514
577	0.4810473694
578	0.4808577319
579	0.4807646251
580	0.4805487066
581	0.4803895718
582	0.4802253388
583	0.4799862887
584	0.4798518062
585	0.4796764674
586	0.4794219046
587	0.4792777541
588	0.4791487567
589	0.4790015793
590	0.4788694552
591	0.4786705905
592	0.4785163541
593	0.478351342
594	0.478222271
595	0.4780471244
596	0.4778584657
597	0.4777032103
598	0.4775464044
599	0.4773773873
600	0.4772719019
601	0.4771107862
602	0.4768910871
603	0.4766697846
604	0.4765345744
605	0.4764500233
606	0.4763732972
607	0.4762592769
608	0.4760251776
609	0.4758602317
610	0.4757820226
611	0.4757148778
612	0.47548885
613	0.4753357564
614	0.475098349
615	0.4749491525
616	0.4748755404
617	0.4747375189
618	0.4745427954
619	0.4744744609
620	0.4742729926
621	0.474203582
622	0.4739739361
623	0.4738399912
624	0.4736424959
625	0.473550119
626	0.4733549435
627	0.4731446024
628	0.4730155636
629	0.4727972506
630	0.4726240043
631	0.4724848295
632	0.4723191041
633	0.4721797521
634	0.4720417432
635	0.4718967264
636	0.4717036543
637	0.4715197844
638	0.4713612877
639	0.4711954301
640	0.4710276978
641	0.4708642203
642	0.4706541092
643	0.4704934623
644	0.4703439453
645	0.4702120924
646	0.4700712174
647	0.4699626221
648	0.4698742927
649	0.4697091804
650	0.4695342965
651	0.4693940823
652	0.4692752011
653	0.4690980286
654	0.4689759592
655	0.4688285582
656	0.4686513177
657	0.4685250964
658	0.4684541956
659	0.4683463778
660	0.4681659754
661	0.4680562451
662	0.4678920759
663	0.4677511608
664	0.4676704046
665	0.4674790398
666	0.4673356185
667	0.4672623406
668	0.46718574
669	0.4669952444
670	0.4668678566
671	0.4666667073
672	0.4665840831
673	0.4664604892
674	0.4663207997
675	0.4661357041
676	0.4660160333
677	0.4658154612
678	0.4656412008
679	0.465567031
680	0.4655277907
681	0.4654441486
682	0.4652880445
683	0.4652106
684	0.4651107685
685	0.4649998675
686	0.4648313598
687	0.4647248674
688	0.4645118171
689	0.464429727
690	0.464212832
691	0.4641215813
692	0.4640091411
693	0.4639271789
694	0.4637135077
695	0.4635620441
696	0.4634166236
697	0.463254047
698	0.4631367283
699	0.4630048783
700	0.4628450309
701	0.4628066732
702	0.4627019418
703	0.4625723765
704	0.4624928698
705	0.4623267874
706	0.462190945
707	0.4619845204
708	0.4618747601
709	0.4617703829
710	0.4616185791
711	0.4614769701
712	0.4612603605
713	0.4610348315
714	0.4609118246
715	0.4607686261
716	0.4606065869
717	0.4605148652
718	0.4603516022
719	0.4602581232
720	0.4601399173
721	0.4600516654
722	0.4599385592
723	0.4598402695
724	0.4596786639
725	0.4595774792
726	0.4595115579
727	0.4594225706
728	0.4591793452
729	0.4589757519
730	0.458834169
731	0.4586519299
732	0.4585165285
733	0.4584322349
734	0.4583395794
735	0.4582210452
736	0.4579860575
737	0.4579068381
738	0.4577554457
739	0.457628763
740	0.45746112
741	0.4574059895
742	0.4573000979
743	0.4570938208
744	0.4569627442
745	0.4568570099
746	0.4567261051
747	0.4565681876
748	0.4565001069
749	0.4563267579
750	0.4562193635
751	0.4560942979
752	0.4560318945
753	0.4559260047
754	0.4558628689
755	0.4557445426
756	0.4555919123
757	0.4553729851
758	0.4552737484
759	0.4552195373
760	0.4550881259
761	0.4549859302
762	0.4548756965
763	0.4547397526
764	0.4545942284
765	0.4544314002
766	0.4543038018
767	0.4541769984
768	0.4540690371
769	0.4539004641
770	0.4537445293
771	0.453629895
772	0.4535856957
773	0.4534456739
774	0.4533608727
775	0.4532633621
776	0.4530309764
777	0.4529387765
778	0.4527396431
779	0.4525412345
780	0.452356818
781	0.4522130723
782	0.4520819893
783	0.4519699561
784	0.4519164606
785	0.451762598
786	0.4516091155
787	0.4514289885
788	0.4513081678
789	0.4511830407
790	0.451093889
791	0.4509689584
792	0.4508183478
793	0.4507229605
794	0.4505989395
795	0.4504458878
796	0.4503304615
797	0.4501993714
798	0.4500606457
799	0.4499533053
800	0.449874314
801	0.4497220767
802	0.449616772
803	0.4495150645
804	0.4493596135
805	0.4491805434
806	0.4490001984
807	0.4488645097
808	0.4487829028
809	0.4486179019
810	0.4484383027
811	0.4483163078
812	0.4482528508
813	0.4481185376
814	0.4479696669
815	0.4478923822
816	0.4477238321
817	0.4475167464
818	0.4474047726
819	0.4472683534
820	0.4471242852
821	0.4469921916
822	0.4468852521
823	0.4467672377
824	0.4466473132
825	0.4464933964
826	0.4463759083
827	0.4461691358
828	0.446031702
829	0.4458991736
830	0.4457316278
831	0.4455732117
832	0.4454959615
833	0.4453779512
834	0.4453129985
835	0.4451765341
836	0.445029497
837	0.4448192915
838	0.4447301142
839	0.4446335782
840	0.4444616741
841	0.4443952088
842	0.4443014438
843	0.4441707296
844	0.4439534275
845	0.4438327176
846	0.4437027192
847	0.44365531
848	0.4435194784
849	0.4433957974
850	0.443260485
851	0.4431138791
852	0.442988573
853	0.442857092
854	0.4427216989
855	0.4426559304
856	0.4425805626
857	0.4425268063
858	0.4424108513
859	0.4422665145
860	0.4421186465
861	0.4419201194
862	0.4417804281
863	0.4415935386
864	0.4414423765
865	0.4412494147
866	0.441065401
867	0.4409808914
868	0.4408072925
869	0.4406961616
870	0.4406213484
871	0.4404717716
872	0.4402977909
873	0.4401066433
874	0.4399952594
875	0.4399339287
876	0.4397479273
877	0.439670366
878	0.4395478765
879	0.4394065927
880	0.4392685934
881	0.4391622023
882	0.4390009581
883	0.4388691777
884	0.4387830221
885	0.438622127
886	0.4385462236
887	0.4384524746
888	0.4383079411
889	0.4382173705
890	0.4380440982
891	0.4379105574
892	0.4378270682
893	0.4376032853
894	0.4374817187
895	0.4373217201
896	0.437252416
897	0.4370421926
898	0.4368949826
899	0.4367451022
900	0.4366244548
901	0.4365340528
902	0.4364282751
903	0.4362851239
904	0.4361175094
905	0.4360016165
906	0.4359416136
907	0.4358245236
908	0.4357504506
909	0.4355595075
910	0.435377999
911	0.4352301319
912	0.4350411746
913	0.434929887
914	0.434834739
915	0.4347428029
916	0.4345694446
917	0.4344485752
918	0.4343459903
919	0.4341989038
920	0.4341073058
921	0.4339333574
922	0.4337649464
923	0.4337056027
924	0.4335282585
925	0.4334554771
926	0.4332859444
927	0.4331559566
928	0.4330523775
929	0.432920268
930	0.4328248849
931	0.4327325644
932	0.4326053208
933	0.4324456926
934	0.4323209513
935	0.4322219519
936	0.4321202271
937	0.4319643821
938	0.4318696008
939	0.4316815649
940	0.4315475493
941	0.4314193668
942	0.4312239817
943	0.4310803742
944	0.4309735177
945	0.4308428146
946	0.4306905373
947	0.430532405
948	0.4304140363
949	0.4302768986
950	0.4300714199
951	0.4298595394
952	0.4297842645
953	0.4296159694
954	0.4295120531
955	0.4293833332
956	0.4292833592
957	0.4291880651
958	0.4291100818
959	0.4290003526
960	0.4288529231
961	0.4287609272
962	0.4286573268
963	0.4285532928
964	0.4284282877
965	0.4283200136
966	0.4282152147
967	0.4281109719
968	0.4279547329
969	0.4278517923
970	0.4277247686
971	0.4274928862
972	0.4274347592
973	0.4273078784
974	0.4272326947
975	0.4271223906
976	0.4270498876
977	0.4269198962
978	0.4268327159
979	0.4266527649
980	0.4265731189
981	0.4264764888
982	0.4263931347
983	0.4262911654
984	0.4261394882
985	0.4260155144
986	0.425947875
987	0.4258470425
988	0.4257496172
989	0.4256681164
990	0.4255840556
991	0.4254259725
992	0.4253009994
993	0.425184843
994	0.4251212414
995	0.425041187
996	0.4249644322
997	0.4249031502
998	0.4247606273
999	0.4246087123
1000	0.4245061221
1001	0.4242941511
1002	0.4241088464
1003	0.4240407306
1004	0.4239206475
1005	0.4237071948
1006	0.4236439243
1007	0.4235203568
1008	0.4233802927
1009	0.4232397472
1010	0.4231248303
1011	0.4229754584
1012	0.422860217
1013	0.4227500533
1014	0.4226775632
1015	0.4225993439
1016	0.4225343625
1017	0.4224262799
1018	0.4223424825
1019	0.4222719988
1020	0.4221042666
1021	0.4219783559
1022	0.4218935049
1023	0.4217459134
1024	0.4215744155
1025	0.4213890852
1026	0.4212810349
1027	0.4212081504
1028	0.4211016851
1029	0.4209311095
1030	0.4207927965
1031	0.42066107
1032	0.4205032491
1033	0.420423042
1034	0.4203372472
1035	0.4202260705
1036	0.4200694466
1037	0.4198839044
1038	0.4197440862
1039	0.4196086726
1040	0.4194868088
1041	0.4193950061
1042	0.4192210553
1043	0.4190885356
1044	0.4190043652
1045	0.4187690055
1046	0.4187155636
1047	0.4185533942
1048	0.4184018809
1049	0.4181636095
1050	0.4180481371
1051	0.4179541539
1052	0.4178542766
1053	0.4178073351
1054	0.4176274051
1055	0.4175180482
1056	0.4174278842
1057	0.4172379474
1058	0.4171113224
1059	0.4170051884
1060	0.4168186906
1061	0.4166717528
1062	0.4164972051
1063	0.4164084199
1064	0.4163002674
1065	0.4161747921
1066	0.4160999728
1067	0.4159737831
1068	0.4157667443
1069	0.4156870729
1070	0.4155457593
1071	0.4153805738
1072	0.4152946409
1073	0.4151476841
1074	0.4149754179
1075	0.4148776675
1076	0.4147529599
1077	0.4145604439
1078	0.4143572885
1079	0.4142211255
1080	0.4140099597
1081	0.4138524661
1082	0.4137880213
1083	0.4136542739
1084	0.4135072416
1085	0.4132737199
1086	0.4131870382
1087	0.4130114917
1088	0.4127530846
1089	0.412666075
1090	0.4125056345
1091	0.4123637217
1092	0.4121956386
1093	0.4121001453
1094	0.411995527
1095	0.4118459987
1096	0.4116244196
1097	0.4115505296
1098	0.4114605517
1099	0.4113688418
1100	0.4112431875
1101	0.4111282314
1102	0.4109738157
1103	0.4108230174
1104	0.410757685
1105	0.4107252249
1106	0.4105609199
1107	0.410461462
1108	0.4103443092
1109	0.4102147319
1110	0.4101039192
1111	0.4099553213
1112	0.4098253989
1113	0.4095863596
1114	0.4094912245
1115	0.4093906092
1116	0.4092751535
1117	0.409212657
1118	0.409129925
1119	0.4089498616
1120	0.4087656382
1121	0.4086260845
1122	0.4085097315
1123	0.4083922656
1124	0.4082755295
1125	0.4081442664
1126	0.407943398
1127	0.4078646001
1128	0.4077614038
1129	0.4076409007
1130	0.4075252052
1131	0.4073645317
1132	0.4071526433
1133	0.4070220024
1134	0.4069572759
1135	0.4068176911
1136	0.4067092364
1137	0.406653864
1138	0.4065627515
1139	0.4063634347
1140	0.4062854223
1141	0.4062193378
1142	0.4061331948
1143	0.4061018946
1144	0.4060062719
1145	0.4058765792
1146	0.4057469642
1147	0.4056577817
1148	0.4055673157
1149	0.4053765814
1150	0.4053295418
1151	0.405251784
1152	0.4051539718
1153	0.4050482127
1154	0.4050210997
1155	0.4048532437
1156	0.4046404948
1157	0.4045088965
1158	0.4043882762
1159	0.4042779121
1160	0.4041441285
1161	0.4040578545
1162	0.4039713213
1163	0.4038021557
1164	0.4036541376
1165	0.4035725163
1166	0.4034393882
1167	0.4032886077
1168	0.4031295139
1169	0.4030711214
1170	0.4029975161
1171	0.4029017118
1172	0.4027984629
1173	0.4027109078
1174	0.4026179827
1175	0.4024773482
1176	0.4023228134
1177	0.4021968556
1178	0.4020708499
1179	0.4019364008
1180	0.401725696
1181	0.4016782301
1182	0.4015560736
1183	0.4014709288
1184	0.4013806798
1185	0.4011932196
1186	0.4010847973
1187	0.4009397716
1188	0.4008811416
1189	0.4007882707
1190	0.4007323122
1191	0.4006981169
1192	0.4005316386
1193	0.4003879597
1194	0.4003097865
1195	0.4001797685
1196	0.4000270397
1197	0.3999568599
1198	0.3998585056
1199	0.3997322683
1200	0.399639487
1201	0.3994919234
1202	0.3994352591
1203	0.3993176454
1204	0.3991359943
1205	0.3990081782
1206	0.3988419142
1207	0.3987781796
1208	0.3986266877
1209	0.3985072711
1210	0.3984373652
1211	0.3983774221
1212	0.3982960055
1213	0.3981014873
1214	0.3980568992
1215	0.3978991302
1216	0.3977436794
1217	0.3975721554
1218	0.3974787299
1219	0.3972588911
1220	0.3971754316
1221	0.3970701625
1222	0.3969598427
1223	0.3968867705
1224	0.3968153528
1225	0.396692283
1226	0.3965467088
1227	0.3963636453
1228	0.3962663315
1229	0.3961592944
1230	0.3960650845
1231	0.3959957686
1232	0.3959127732
1233	0.3958348771
1234	0.395694147
1235	0.3955755573
1236	0.3954615533
1237	0.3953448929
1238	0.3952496027
1239	0.3951498804
1240	0.3950446416
1241	0.3949080161
1242	0.3947551386
1243	0.3946753761
1244	0.3944629877
1245	0.3943638882
1246	0.394284211
1247	0.3942211286
1248	0.3941548243
1249	0.3939951986
1250	0.3938739665
1251	0.3937014985
1252	0.3935789336
1253	0.3935492633
1254	0.3934332024
1255	0.3932663054
1256	0.3931762913
1257	0.3930760537
1258	0.3930414697
1259	0.3928744154
1260	0.3927853053
1261	0.3925751119
1262	0.3924820133
1263	0.3922857879
1264	0.3921008893
1265	0.392010506
1266	0.391883874
1267	0.3917016066
1268	0.3916649205
1269	0.3915285192
1270	0.3914175743
1271	0.391318942
1272	0.3911769293
1273	0.3910760892
1274	0.3908568955
1275	0.3906859225
1276	0.3905681409
1277	0.390380747
1278	0.3902104267
1279	0.3901310441
1280	0.3900010601
1281	0.3898962059
1282	0.3897745851
1283	0.3896466565
1284	0.3894339379
1285	0.3892209151
1286	0.3891824956
1287	0.3890864619
1288	0.3890217987
1289	0.3888770991
1290	0.3887130715
1291	0.3886020772
1292	0.3884691491
1293	0.388244909
1294	0.3881221821
1295	0.3879599534
1296	0.3878098033
1297	0.3876767919
1298	0.3875477801
1299	0.3874601322
1300	0.3874205337
1301	0.3873020798
1302	0.3871946327
1303	0.3870784398
1304	0.3870367012
1305	0.386855853
1306	0.3866712216
1307	0.386457331
1308	0.386301915
1309	0.3862187205
1310	0.3860033745
1311	0.3859839083
1312	0.3858882845
1313	0.3857839133
1314	0.3856901344
1315	0.3855709287
1316	0.3853794466
1317	0.3853005095
1318	0.3851759115
1319	0.3850960389
1320	0.3849685954
1321	0.384831641
1322	0.3847173646
1323	0.3846710014
1324	0.3845154946
1325	0.3844125782
1326	0.3842827248
1327	0.3841076255
1328	0.3840029251
1329	0.3839194926
1330	0.383894106
1331	0.3837595694
1332	0.383627208
1333	0.3835717984
1334	0.3835223873
1335	0.3834911575
1336	0.3833077707
1337	0.3832509581
1338	0.3831330115
1339	0.3830383745
1340	0.3829183277
1341	0.382698819
1342	0.3825323572
1343	0.38246362
1344	0.3823095141
1345	0.3821951728
1346	0.3821312505
1347	0.3820920619
1348	0.381992715
1349	0.381825285
1350	0.3817324351
1351	0.3815631418
1352	0.3814647196
1353	0.3813462752
1354	0.3812351347
1355	0.381187301
1356	0.3811495048
1357	0.3810150985
1358	0.3808702206
1359	0.3806879246
1360	0.3805033807
1361	0.3804389421
1362	0.380301566
1363	0.3801756942
1364	0.3800810182
1365	0.3799200933
1366	0.3798453518
1367	0.3797691063
1368	0.379610674
1369	0.3794443639
1370	0.3792386735
1371	0.379046147
1372	0.3789686968
1373	0.3788722087
1374	0.3787692337
1375	0.3786217669
1376	0.3785123842
1377	0.3783101916
1378	0.3782099706
1379	0.3780669064
1380	0.3779483878
1381	0.3778170281
1382	0.3777324547
1383	0.3776312486
1384	0.3775316135
1385	0.377404887
1386	0.3773489831
1387	0.377245175
1388	0.3771533214
1389	0.3770904295
1390	0.3769687312
1391	0.3767850361
1392	0.3766361793
1393	0.3765052451
1394	0.3763850511
1395	0.3762622218
1396	0.3761160636
1397	0.3760993839
1398	0.3759146531
1399	0.3756987997
1400	0.3756166472
1401	0.3754382233
1402	0.3752406789
1403	0.3751065531
1404	0.3749718051
1405	0.3749307119
1406	0.374838078
1407	0.3746605375
1408	0.3745804462
1409	0.3744848067
1410	0.3743715348
1411	0.3743192853
1412	0.3742685554
1413	0.3741241819
1414	0.373950888
1415	0.3738433422
1416	0.3736757583
1417	0.3736415919
1418	0.3735092546
1419	0.3734116971
1420	0.373362208
1421	0.3732592143
1422	0.3731804829
1423	0.373115573
1424	0.3730154567
1425	0.3728972149
1426	0.3728266064
1427	0.3727170731
1428	0.3726256868
1429	0.3724377223
1430	0.372393209
1431	0.3722840635
1432	0.372225791
1433	0.3721252714
1434	0.3720003728
1435	0.3718982318
1436	0.371861864
1437	0.3717062993
1438	0.3716027686
1439	0.3715085471
1440	0.3713789144
1441	0.3712553827
1442	0.3711499534
1443	0.3710206663
1444	0.3709028547
1445	0.3707843796
1446	0.3706667419
1447	0.370594797
1448	0.3704542686
1449	0.3704248375
1450	0.3703530027
1451	0.370261807
1452	0.3702511925
1453	0.370169188
1454	0.3700298118
1455	0.3699148624
1456	0.3698294983
1457	0.3697558442
1458	0.3695933388
1459	0.3695458995
1460	0.3694690226
1461	0.3693946298
1462	0.3692783443
1463	0.3690760741
1464	0.3690092966
1465	0.3688940262
1466	0.3687444644
1467	0.3686584893
1468	0.3685152775
1469	0.3684121231
1470	0.3683130881
1471	0.3681899589
1472	0.3680848747
1473	0.3679602172
1474	0.3678574886
1475	0.3676902966
1476	0.3675825549
1477	0.3675226008
1478	0.3673826775
1479	0.3672206452
1480	0.3670941493
1481	0.3669615257
1482	0.3668133409
1483	0.3666092201
1484	0.366559398
1485	0.3663919793
1486	0.3662721209
1487	0.3661649343
1488	0.3660958358
1489	0.3659972817
1490	0.3658965084
1491	0.365758016
1492	0.3655457178
1493	0.365430319
1494	0.3652543682
1495	0.3651975778
1496	0.3651128116
1497	0.3650711002
1498	0.3648870481
1499	0.3648044439
1500	0.3647353259
1501	0.3645417075
1502	0.3643922413
1503	0.3642575962
1504	0.3641598237
1505	0.3640164834
1506	0.3639098506
1507	0.3637759834
1508	0.3636095611
1509	0.3634431229
1510	0.3632591708
1511	0.3631008966
1512	0.3629895593
